1550,3.1,1.3,170,170,1.22960491851175
1550,3.1,1.3,170,190,1.24196056579146
1550,3.1,1.3,170,210,1.25670257814692
1550,3.1,1.3,170,230,1.27443512657648
1550,3.1,1.3,170,250,1.29587690777942
1550,3.1,1.3,170,270,1.32180422489697
1550,3.1,1.3,170,290,1.35290432233056
1550,3.1,1.3,170,310,1.38952204809916
1550,3.1,1.3,170,330,1.43136976569339
1550,3.1,1.3,170,350,1.47738332739899
1550,3.1,1.3,170,370,1.52588864210054
1550,3.1,1.3,170,390,1.57502182990522
1550,3.1,1.3,170,410,1.62315057653939
1550,3.1,1.3,170,430,1.6690997658859
1550,3.1,1.3,170,450,1.71217072273495
1550,3.1,1.3,170,470,1.75204747037885
1550,3.1,1.3,170,490,1.78867682861617
1550,3.1,1.3,170,510,1.82216601731135
1550,3.1,1.3,170,530,1.85270914648276
1550,3.1,1.3,170,550,1.88053945430903
1550,3.1,1.3,170,570,1.90590039996308
1550,3.1,1.3,170,590,1.92902928037589
1550,3.1,1.3,170,610,1.9501486983171
1550,3.1,1.3,170,630,1.96946275322906
1550,3.1,1.3,170,650,1.98715596484819
1550,3.1,1.3,190,170,1.23510858308016
1550,3.1,1.3,190,190,1.24904986397983
1550,3.1,1.3,190,210,1.26599840581853
1550,3.1,1.3,190,230,1.28680818715344
1550,3.1,1.3,190,250,1.31250480149525
1550,3.1,1.3,190,270,1.34417049564532
1550,3.1,1.3,190,290,1.38265408021074
1550,3.1,1.3,190,310,1.42810968600657
1550,3.1,1.3,190,330,1.47958779370829
1550,3.1,1.3,190,350,1.53505710805812
1550,3.1,1.3,190,370,1.59196770574581
1550,3.1,1.3,190,390,1.64797571873457
1550,3.1,1.3,190,410,1.70138499136215
1550,3.1,1.3,190,430,1.75121311244038
1550,3.1,1.3,190,450,1.79704451351621
1550,3.1,1.3,190,470,1.83883770724127
1550,3.1,1.3,190,490,1.87676647552773
1550,3.1,1.3,190,510,1.911111702943
1550,3.1,1.3,190,530,1.94219518796639
1550,3.1,1.3,190,550,1.97034220207837
1550,3.1,1.3,190,570,1.99586195611965
1550,3.1,1.3,190,590,2.01903860067129
1550,3.1,1.3,190,610,2.04012815208052
1550,3.1,1.3,190,630,2.05935859609773
1550,3.1,1.3,190,650,2.07693157838604
1550,3.1,1.3,210,170,1.24054365700563
1550,3.1,1.3,210,190,1.25612161985364
1550,3.1,1.3,210,210,1.27539330667812
1550,3.1,1.3,210,230,1.29950609718957
1550,3.1,1.3,210,250,1.32983681453956
1550,3.1,1.3,210,270,1.36777297598409
1550,3.1,1.3,210,290,1.41419574814094
1550,3.1,1.3,210,310,1.46876484747898
1550,3.1,1.3,210,330,1.52952349239555
1550,3.1,1.3,210,350,1.59335346754626
1550,3.1,1.3,210,370,1.65703220927178
1550,3.1,1.3,210,390,1.71808551965209
1550,3.1,1.3,210,410,1.77503823798576
1550,3.1,1.3,210,430,1.82724702705517
1550,3.1,1.3,210,450,1.87461672626973
1550,3.1,1.3,210,470,1.91735995198849
1550,3.1,1.3,210,490,1.95583614429345
1550,3.1,1.3,210,510,1.99045648536929
1550,3.1,1.3,210,530,2.02163250903833
1550,3.1,1.3,210,550,2.04975081976045
1550,3.1,1.3,210,570,2.0751624736506
1550,3.1,1.3,210,590,2.09818019419276
1550,3.1,1.3,210,610,2.11907953592061
1550,3.1,1.3,210,630,2.13810185368012
1550,3.1,1.3,210,650,2.15545792978645
1550,3.1,1.3,230,170,1.24590724716381
1550,3.1,1.3,230,190,1.26316454385371
1550,3.1,1.3,230,210,1.28486074357684
1550,3.1,1.3,230,230,1.31247370728512
1550,3.1,1.3,230,250,1.34775655407865
1550,3.1,1.3,230,270,1.3923522313086
1550,3.1,1.3,230,290,1.44696518429319
1550,3.1,1.3,230,310,1.51042345981108
1550,3.1,1.3,230,330,1.57954963568216
1550,3.1,1.3,230,350,1.65026634744839
1550,3.1,1.3,230,370,1.71902931498955
1550,3.1,1.3,230,390,1.78354473573928
1550,3.1,1.3,230,410,1.84271285950277
1550,3.1,1.3,230,430,1.89625820847899
1550,3.1,1.3,230,450,1.94437355286625
1550,3.1,1.3,230,470,1.98747554203172
1550,3.1,1.3,230,490,2.02606156482605
1550,3.1,1.3,230,510,2.06063409001544
1550,3.1,1.3,230,530,2.09166453255426
1550,3.1,1.3,230,550,2.11957866363797
1550,3.1,1.3,230,570,2.14475313164575
1550,3.1,1.3,230,590,2.16751735258504
1550,3.1,1.3,230,610,2.18815771751875
1550,3.1,1.3,230,630,2.20692254625149
1550,3.1,1.3,230,650,2.22402701500985
1550,3.1,1.3,250,170,1.25119517272497
1550,3.1,1.3,250,190,1.27016536902605
1550,3.1,1.3,250,210,1.29436985737836
1550,3.1,1.3,250,230,1.32564466182019
1550,3.1,1.3,250,250,1.36611944721133
1550,3.1,1.3,250,270,1.41759085337476
1550,3.1,1.3,250,290,1.48032571848033
